notice_id_a,notice_id_b,label,raw_words,cleaned_words,cleaned_3_shingles
N000741,N000745,same,0.9848484848484849,0.9858356940509915,0.9445324881141046
N008186,N009304,different,0.3769230769230769,0.38397328881469117,0.19327073552425664
N001323,N006364,different,0.4824120603015075,0.484375,0.28134556574923547
N003863,N010008,different,0.3567753001715266,0.35454545454545455,0.1802030456852792
N000058,N000184,different,0.549618320610687,0.5682281059063137,0.4351219512195122
N000412,N004657,different,0.3629283489096573,0.3771043771043771,0.18962848297213622
N000926,N003644,different,0.588126159554731,0.614314115308151,0.47523809523809524
N004369,N008199,different,0.5404858299595142,0.575,0.3460246360582307
N003450,N006996,different,0.4075907590759076,0.42047531992687387,0.2425828970331588
N004410,N006730,different,0.3471337579617834,0.3430034129692833,0.149800796812749
N006041,N011988,different,0.3174311926605505,0.3241650294695481,0.16342412451361868
N004913,N010317,different,0.5461689587426326,0.5852017937219731,0.346711259754738
N007995,N007997,same,0.6936708860759494,0.7206703910614525,0.6515151515151515
N001334,N006274,different,0.337228714524207,0.34581105169340465,0.17820945945945946
N004939,N011284,different,0.2914572864321608,0.2965641952983725,0.13028169014084506
N005634,N006584,different,0.4088050314465409,0.4231678486997636,0.26329113924050634
N003301,N003302,same,0.7232142857142857,0.7204819277108434,0.6022304832713755
N002267,N010375,different,0.44072164948453607,0.47246376811594204,0.2833333333333333
N003158,N007300,different,0.4730639730639731,0.4888888888888889,0.25107851596203623
N002085,N007988,different,0.46335697399527187,0.48677248677248675,0.29603399433427763
N001118,N001120,same,0.985781990521327,0.9868421052631579,0.9399141630901288
N000030,N006079,different,0.48036951501154734,0.5,0.30604026845637583
N005137,N009628,different,0.4527027027027027,0.4665012406947891,0.290956749672346
N004055,N008225,different,0.321880650994575,0.32495164410058025,0.14681440443213298
N001879,N004065,different,0.38699690402476783,0.3996627318718381,0.19655442443226312
N000486,N011101,different,0.48769574944071586,0.5075757575757576,0.33104395604395603
N007430,N010330,different,0.5989110707803993,0.6262230919765166,0.4713493530499076
N006041,N009700,different,0.5644028103044496,0.5739795918367347,0.4203480589022758
N000297,N003849,different,0.37152209492635024,0.37985865724381623,0.17911714770797962
N003611,N007188,different,0.4641255605381166,0.48009950248756217,0.287012987012987
N009978,N009979,same,0.6122448979591837,0.6073752711496746,0.4671689989235737
N001022,N001023,same,0.7219917012448133,0.7203579418344519,0.6222732491389208
N001629,N005005,different,0.44607843137254904,0.4625,0.24715447154471545
N002923,N007247,different,0.3459715639810427,0.3578767123287671,0.17444717444717445
N003164,N009587,different,0.3754716981132076,0.38493723849372385,0.20686070686070687
N006832,N010598,different,0.4017725258493353,0.42088091353996737,0.22111706197398623
N006511,N006512,same,0.7294589178356713,0.7176724137931034,0.6259977194982896
N002304,N009060,different,0.3076923076923077,0.3081632653061224,0.14914914914914915
N002106,N006701,different,0.4887525562372188,0.5162037037037037,0.3227699530516432
N006856,N006857,same,0.7239709443099274,0.7401574803149606,0.6700581395348837
N003821,N009085,different,0.58719646799117,0.5967365967365967,0.47416762342135477
N004522,N009816,different,0.6103603603603603,0.6188235294117647,0.5142857142857142
N008514,N008515,same,0.5508849557522124,0.5598086124401914,0.45532435740514077
N008382,N009718,different,0.3148148148148148,0.3215077605321508,0.13976164680390032
N005805,N011332,different,0.5288065843621399,0.5468409586056645,0.44432432432432434
N004216,N004699,different,0.49195402298850577,0.5076530612244898,0.29747675962815406
N001432,N008873,different,0.5595854922279793,0.5801526717557252,0.42762535477767266
N002149,N003382,different,0.22424242424242424,0.22698072805139186,0.11145833333333334
N004731,N009345,different,0.5054229934924078,0.5035460992907801,0.3706896551724138
N002163,N002307,different,0.522887323943662,0.5269230769230769,0.38204393505253104
N002952,N008752,different,0.44849785407725323,0.470873786407767,0.30394736842105263
N000745,N005843,different,0.42411642411642414,0.441588785046729,0.26626506024096386
N005260,N011019,different,0.2772808586762075,0.2741020793950851,0.1161939615736505
N002299,N009882,different,0.31699346405228757,0.31690140845070425,0.1440677966101695
N002171,N005867,different,0.3716216216216216,0.3800738007380074,0.20445344129554655
N005334,N007457,different,0.4274353876739563,0.4451901565995526,0.2921615201900237
N005304,N005305,same,0.9628712871287128,0.970108695652174,0.9138686131386862
N005134,N005135,same,0.7283236994219653,0.7203389830508474,0.5907127429805615
N000982,N005390,different,0.4726477024070022,0.48426150121065376,0.30952380952380953
N002992,N009046,different,0.5661764705882353,0.5862068965517241,0.43438453713123093
N000628,N000633,same,0.4288990825688073,0.44387755102040816,0.3698224852071006
N000573,N006170,different,0.33519553072625696,0.3399602385685885,0.16891891891891891
N010406,N010408,same,0.966789667896679,0.9711934156378601,0.916030534351145
N002446,N002447,same,0.7196029776674938,0.739010989010989,0.6932515337423313
N000735,N001335,different,0.5642023346303502,0.58004158004158,0.4486652977412731
N008238,N011480,different,0.5144508670520231,0.5277777777777778,0.39076576576576577
N000321,N000443,different,0.27680311890838205,0.27479338842975204,0.12395833333333334
N007541,N007546,same,0.4135188866799205,0.4420131291028446,0.33567251461988307
N002683,N007848,different,0.3435804701627486,0.350293542074364,0.15247895229186156
N009983,N009985,same,0.3923809523809524,0.4061855670103093,0.2693920335429769
N007568,N007570,same,0.6108490566037735,0.6085858585858586,0.43256997455470736
N005448,N005962,different,0.45346062052505964,0.4772117962466488,0.28892005610098176
N004767,N004768,same,0.9455782312925171,0.9540229885057471,0.9166666666666666
N007023,N007916,different,0.5859106529209622,0.6201550387596899,0.42762535477767266
N000315,N000316,same,0.6635730858468677,0.6691542288557214,0.5537294563843237
N001578,N002947,different,0.3887240356083086,0.4,0.191904047976012
N009857,N010711,different,0.4723404255319149,0.5,0.31139240506329113
N002290,N003634,different,0.5983050847457627,0.6382189239332097,0.46547314578005117
N011438,N011440,same,0.7412587412587412,0.7558441558441559,0.7033773861967695
N010035,N011646,different,0.4896907216494845,0.5,0.3183279742765273
N001295,N001296,same,0.7392344497607656,0.7605263157894737,0.7031484257871065
N005825,N010265,different,0.4601226993865031,0.4793577981651376,0.28762135922330095
N002351,N005508,different,0.5932773109243697,0.6283018867924528,0.4610266159695818
N011075,N011077,same,0.966824644549763,0.9680851063829787,0.9437869822485208
N011335,N011336,same,0.5673913043478261,0.5694444444444444,0.41580756013745707
N000514,N011152,different,0.6130653266331658,0.6584440227703985,0.4517625231910946
N010762,N010766,same,0.9632352941176471,0.967032967032967,0.9440894568690096
N001314,N003288,different,0.6043276661514683,0.6385135135135135,0.4783950617283951
N001403,N001405,same,0.36346153846153845,0.36721991701244816,0.2390608324439701
N010389,N010391,same,0.948849104859335,0.9546742209631728,0.8896210873146623
N001258,N001261,same,0.9782608695652174,0.9785522788203753,0.9179566563467493
N003574,N011053,different,0.5355805243445693,0.559748427672956,0.3989071038251366
N001484,N005371,different,0.5170556552962298,0.5357142857142857,0.3692458374142997
N005426,N005427,same,0.9528619528619529,0.9562043795620438,0.9323467230443975
N008443,N010211,different,0.3702064896755162,0.37942122186495175,0.19222139117427076
N005517,N011613,different,0.29141716566866266,0.29723991507430997,0.12449392712550607
N005828,N010514,different,0.305111821086262,0.31099656357388317,0.1440329218106996
N011154,N011156,same,0.7412451361867705,0.7331932773109243,0.6482465462274176
N002595,N003310,different,0.41686746987951806,0.412532637075718,0.2591549295774648
N008630,N011336,different,0.6258205689277899,0.6435185185185185,0.4845474613686534
N004951,N008794,different,0.49473684210526314,0.497131931166348,0.36266924564796904
N000391,N004186,different,0.4989429175475687,0.5104895104895105,0.37969924812030076
N000166,N008677,different,0.4589473684210526,0.4618937644341801,0.28773584905660377
N009154,N011317,different,0.5064102564102564,0.5450121654501217,0.3333333333333333
N002589,N009612,different,0.49079754601226994,0.5,0.37710843373493974
N008268,N009916,different,0.5403377110694184,0.553014553014553,0.3934942287513116
N002316,N002317,same,0.6384615384615384,0.6418732782369146,0.5
N006596,N011033,different,0.35060449050086356,0.34944237918215615,0.17079646017699116
N010106,N010107,same,0.5748898678414097,0.5704057279236276,0.43349753694581283
N008409,N008410,same,0.9744680851063829,0.9714285714285714,0.9537037037037037
N001937,N007430,different,0.5317460317460317,0.5450733752620545,0.4208924949290061
N000078,N006886,different,0.48756218905472637,0.4973821989528796,0.28923076923076924
N010999,N011001,same,0.4351648351648352,0.45965770171149145,0.3567567567567568
N001357,N010788,different,0.48502994011976047,0.5135135135135135,0.29295154185022027
N000906,N011149,different,0.5542635658914729,0.6066666666666667,0.37861915367483295
N003435,N009318,different,0.48919449901768175,0.5185185185185185,0.3224043715846995
N002916,N004445,different,0.4948453608247423,0.49206349206349204,0.2809667673716012
N003770,N011367,different,0.455012853470437,0.4717514124293785,0.30197268588770865
N010980,N010981,same,0.7643564356435644,0.7595744680851064,0.6586134453781513
N005040,N005041,same,0.9305993690851735,0.9379310344827586,0.8752475247524752
N008937,N008938,same,0.3111111111111111,0.3309002433090024,0.25165562913907286
N002071,N006588,different,0.29081632653061223,0.289544235924933,0.15040650406504066
N010261,N011914,different,0.5218120805369127,0.5405405405405406,0.4152397260273973
N000670,N000671,same,0.9846153846153847,0.985632183908046,0.9404761904761905
N000489,N007029,different,0.48743718592964824,0.48704663212435234,0.3166144200626959
N007633,N010942,different,0.43724696356275305,0.4461538461538462,0.23617021276595745
N005243,N006569,different,0.33714285714285713,0.33874239350912777,0.15949119373776907
N001083,N001567,different,0.4166666666666667,0.42650602409638555,0.27599486521181
N000282,N006591,different,0.4838709677419355,0.5012048192771085,0.29411764705882354
N003362,N003364,same,0.9942363112391931,0.9936102236421726,0.9880715705765407
N005927,N008816,different,0.5557894736842105,0.5582417582417583,0.4349680170575693
N001289,N001291,same,0.4055045871559633,0.42828685258964144,0.2897102897102897
N005231,N005232,same,0.972809667673716,0.9766666666666667,0.9224806201550387
N003835,N003837,same,0.7976653696498055,0.8111587982832618,0.7638888888888888
N004167,N005115,different,0.6105476673427992,0.6312217194570136,0.4723557692307692
N002040,N003281,different,0.5271966527196653,0.5505882352941176,0.32325581395348835
N002605,N010853,different,0.5949074074074074,0.5925,0.41687979539641945
N011139,N011793,different,0.3606060606060606,0.37458745874587457,0.18816388467374812
N001458,N002506,different,0.3950892857142857,0.41687344913151364,0.25396825396825395
N007148,N011853,different,0.5739299610894941,0.5970772442588727,0.4653767820773931
N001791,N008583,different,0.515686274509804,0.5224839400428265,0.3791208791208791
N008993,N008995,same,0.9797101449275363,0.9809523809523809,0.9261992619926199
N004043,N004218,different,0.47093023255813954,0.4830508474576271,0.33874458874458874
N011601,N011603,same,0.9836065573770492,0.9846625766871165,0.9269162210338681
N002945,N010292,different,0.4119601328903654,0.42805100182149364,0.23117338003502627
N006385,N011130,different,0.4900398406374502,0.5,0.3552036199095023
N006764,N009477,different,0.5096774193548387,0.5138888888888888,0.37682926829268293
N004409,N011892,different,0.4120603015075377,0.430939226519337,0.26068003487358327
N000023,N002700,different,0.4726277372262774,0.4839357429718876,0.34279918864097364
N001669,N003264,different,0.41702127659574467,0.4289044289044289,0.2689075630252101
N002831,N008460,different,0.34789156626506024,0.35379644588045234,0.16799420709630702
N004184,N005163,different,0.3564516129032258,0.36777583187390545,0.17331163547599673
N009665,N011482,different,0.2982456140350877,0.29896907216494845,0.12099358974358974
N000340,N009553,different,0.3117117117117117,0.3153846153846154,0.1354071363220494
N002043,N008828,different,0.4294478527607362,0.45,0.25951557093425603
N003466,N003469,same,0.712742980561555,0.7060185185185185,0.6031363088057901
N005064,N005067,same,0.7844311377245509,0.7911111111111111,0.7287104622871047
N000030,N007467,different,0.44668008048289737,0.4696629213483146,0.2842582106455266
N011900,N011901,same,0.6771523178807947,0.667262969588551,0.5476190476190477
N006901,N008943,different,0.5010706638115632,0.52,0.31715976331360946
N003415,N005750,different,0.33025830258302585,0.3346613545816733,0.16375968992248063
N005350,N005352,same,0.4788732394366197,0.4945054945054945,0.40070921985815605
N007614,N008823,different,0.358974358974359,0.3694581280788177,0.18230358504958047
N004333,N008255,different,0.4517374517374517,0.4749455337690632,0.2878625134264232
N009495,N009521,different,0.3375,0.34991423670668953,0.1828665568369028
N006462,N006463,same,0.9664948453608248,0.9682080924855492,0.9473684210526315
N001629,N008262,different,0.5443037974683544,0.5833333333333334,0.36502347417840375
N002516,N010795,different,0.546692607003891,0.5846153846153846,0.3451995685005394
N006622,N006623,same,0.8375870069605569,0.8357843137254902,0.7690355329949239
N010081,N010082,same,0.7727272727272727,0.7638603696098563,0.6694129763130793
N007560,N007561,same,0.6978723404255319,0.6960556844547564,0.6014492753623188
N005941,N006998,different,0.5426829268292683,0.5591397849462365,0.44350580781414994
N004062,N004438,different,0.4131455399061033,0.43342036553524804,0.2614742698191933
N000990,N002973,different,0.3764135702746365,0.3866432337434095,0.169002473206925
N008321,N008641,different,0.5369649805447471,0.5536480686695279,0.41116173120728927
N008561,N008562,same,0.7465437788018433,0.76010101010101,0.6899441340782123
N001360,N001361,same,0.9863945578231292,0.9887640449438202,0.9692307692307692
N008993,N008994,same,0.9854227405247813,0.987220447284345,0.967680608365019
N005108,N005109,same,0.779835390946502,0.7895927601809954,0.7512315270935961
N001983,N001984,same,0.6205128205128205,0.6442577030812325,0.6055900621118012
N006038,N009049,different,0.3480392156862745,0.35563380281690143,0.17585089141004862
N001413,N007076,different,0.4466230936819172,0.47804878048780486,0.28125
N005772,N005776,same,0.4093567251461988,0.43174603174603177,0.3419593345656192
N000237,N009075,different,0.6286201022146508,0.6711798839458414,0.48443579766536965
N011043,N011048,same,0.40404040404040403,0.4218181818181818,0.27992957746478875
N004742,N006981,different,0.4396551724137931,0.4740740740740741,0.2689393939393939
N004801,N004802,same,0.6926713947990544,0.6867167919799498,0.5647798742138365
N003994,N003995,same,0.3432343234323432,0.35752212389380533,0.24066029539530842
N000643,N009675,different,0.5537848605577689,0.5720338983050848,0.4369230769230769
N006086,N006087,same,0.9587378640776699,0.9701897018970189,0.912781954887218
N000266,N010102,different,0.5,0.528,0.354978354978355
N005028,N009701,different,0.4779220779220779,0.49714285714285716,0.3084795321637427
N009670,N009671,same,0.9688715953307393,0.9703389830508474,0.9114583333333334
N001005,N001804,different,0.518095238095238,0.5409836065573771,0.418
N005314,N010609,different,0.6110183639398998,0.6538461538461539,0.4734625105307498
N000417,N000419,same,0.9565217391304348,0.96,0.9131614654002713
N011041,N011048,same,0.3888888888888889,0.4036363636363636,0.26255506607929513
N000992,N001435,different,0.4613821138211382,0.49884526558891457,0.2916666666666667
N004107,N008166,different,0.3463949843260188,0.3532423208191126,0.17763157894736842
N002590,N002591,same,0.9664179104477612,0.9670781893004116,0.9411764705882353
N005119,N005121,same,0.7446351931330472,0.7542168674698795,0.699594046008119
N002826,N007185,different,0.3093145869947276,0.3169811320754717,0.14001806684733514
N009349,N009350,same,0.972972972972973,0.9765886287625418,0.900749063670412
N003121,N005007,different,0.33171521035598706,0.34507042253521125,0.15950413223140497
N002947,N003566,different,0.25779967159277506,0.2640845070422535,0.10845431255337319
N000485,N000488,same,0.9381107491856677,0.9392857142857143,0.8514644351464435
N004349,N011691,different,0.5595667870036101,0.5852713178294574,0.44103992571959144
N011281,N011282,same,0.7600849256900213,0.7728337236533958,0.7378516624040921
N003865,N009372,different,0.35423728813559324,0.35454545454545455,0.18638297872340426
N001198,N010109,different,0.6033057851239669,0.6479400749063671,0.45938375350140054
N011975,N011976,same,0.7315270935960592,0.745945945945946,0.6896024464831805
N006419,N007183,different,0.2896,0.29845626072041165,0.1322314049586777
N010407,N010605,different,0.4439140811455847,0.45576407506702415,0.27365356622998543
N009079,N010570,different,0.5717131474103586,0.5843881856540084,0.4681724845995893
N001415,N006560,different,0.5295238095238095,0.5410526315789473,0.39764201500535906
N001653,N001654,same,0.7125,0.7297297297297297,0.6431718061674009
N003355,N003823,different,0.31981279251170047,0.33163265306122447,0.1466346153846154
N000355,N005276,different,0.5425925925925926,0.5635245901639344,0.38590956887486855
N007573,N007574,same,0.4642857142857143,0.4933920704845815,0.42016806722689076
N007999,N008002,same,0.9558823529411765,0.9614147909967846,0.9444444444444444
N007057,N010814,different,0.2904841402337229,0.29464285714285715,0.11825192802056556
N000264,N009708,different,0.49743589743589745,0.5053763440860215,0.31329113924050633
N008825,N008828,same,0.711864406779661,0.712082262210797,0.5766710353866317
N001284,N006893,different,0.4237536656891496,0.4423076923076923,0.23732549595885377
N011033,N011035,same,0.9682539682539683,0.96875,0.9458794587945879
N004348,N004349,same,0.5944055944055944,0.6040100250626567,0.4772727272727273
N004177,N010930,different,0.5041322314049587,0.5348837209302325,0.29806598407281
N003845,N003847,same,0.7274590163934426,0.7366071428571429,0.6205357142857143
N004106,N004107,same,0.3953488372093023,0.4058252427184466,0.27174975562072334
N007911,N009413,different,0.44584382871536526,0.4363143631436314,0.2594202898550725
N001010,N001011,same,0.4455252918287938,0.4610526315789474,0.32885211995863495
N009213,N010572,different,0.33727810650887574,0.33190578158458245,0.18826135105204872
N006364,N006366,same,0.3380952380952381,0.3619791666666667,0.2697274031563845
N001447,N003703,different,0.4069529652351738,0.42758620689655175,0.25886524822695034
N009727,N010185,different,0.38980509745127434,0.40625,0.19594594594594594
N000605,N002652,different,0.42521008403361343,0.4555765595463138,0.2654377880184332
N004016,N004017,same,0.32505643340857787,0.3381294964028777,0.2350061199510404
N010689,N011576,different,0.3409090909090909,0.3420074349442379,0.16303400174367916
N001733,N001734,same,0.8426966292134831,0.8630705394190872,0.8075949367088607
N004845,N007461,different,0.3438985736925515,0.3539518900343643,0.17227564102564102
N010880,N010881,same,0.84688995215311,0.8493506493506493,0.8105413105413105
N000498,N001176,different,0.48155737704918034,0.511520737327189,0.3142174432497013
N001285,N003729,different,0.35195530726256985,0.3617886178861789,0.18496538081107813
N006173,N008196,different,0.5135699373695198,0.5384615384615384,0.2979683972911964
N008110,N009707,different,0.5593525179856115,0.5841392649903289,0.44953271028037384
N007193,N010619,different,0.5689655172413793,0.5839080459770115,0.4681344148319815
N000561,N003679,different,0.5950704225352113,0.6228571428571429,0.46077547339945896
N003026,N003027,same,0.7266187050359713,0.7361477572559367,0.6591928251121076
N004552,N004553,same,0.7908163265306123,0.8028985507246377,0.7706896551724138
N007647,N009169,different,0.5412474849094567,0.5479744136460555,0.4348279457768509
N005744,N010823,different,0.5224719101123596,0.5495867768595041,0.40130151843817785
N001880,N002772,different,0.3639344262295082,0.36925795053003535,0.17336683417085427
N003351,N006982,different,0.36044362292051757,0.36852589641434264,0.19314938154138916
N006591,N011935,different,0.5789473684210527,0.6141552511415526,0.39215686274509803
N008482,N010584,different,0.5267489711934157,0.5502283105022832,0.2983425414364641
N005814,N006544,different,0.3140495867768595,0.3226381461675579,0.14916666666666667
N006622,N006638,different,0.3469387755102041,0.35542168674698793,0.1539961013645224
N008603,N010598,different,0.3511326860841424,0.3621908127208481,0.18158783783783783
N000753,N000755,same,0.9514563106796117,0.9621621621621622,0.910948905109489
N006153,N009437,different,0.599601593625498,0.6203090507726269,0.4479283314669653
N002548,N010207,different,0.6382252559726962,0.6906614785992218,0.4894230769230769
N004026,N010431,different,0.47835051546391755,0.502283105022831,0.2935672514619883
N000339,N002440,different,0.4797136038186158,0.4869109947643979,0.27837837837837837
N000964,N008611,different,0.5545286506469501,0.5693581780538303,0.40084835630965004
N001833,N004195,different,0.570873786407767,0.5774946921443737,0.4336569579288026
N001282,N004950,different,0.30434782608695654,0.3044982698961938,0.1404541631623213
N000030,N009868,different,0.42917547568710357,0.4428904428904429,0.27065868263473053
N001010,N004708,different,0.5627450980392157,0.5873684210526315,0.45962732919254656
N000566,N008517,different,0.4086181277860327,0.42414355628058725,0.20808383233532934
N011092,N011095,same,0.777120315581854,0.7861771058315334,0.7396313364055299
N001983,N009014,different,0.4033412887828162,0.42133333333333334,0.2496513249651325
N005044,N005045,same,0.9574468085106383,0.9591836734693877,0.9336099585062241
N003201,N003203,same,0.995260663507109,0.9950124688279302,0.9875311720698254
N000238,N001915,different,0.526615969581749,0.5683297180043384,0.3425827107790822
N000461,N004754,different,0.5849889624724062,0.5995316159250585,0.4929078014184397
N000135,N010890,different,0.3160621761658031,0.31608133086876156,0.1490125673249551
N011414,N011759,different,0.4418604651162791,0.4475920679886686,0.2794561933534743
N003751,N007825,different,0.4319526627218935,0.4476650563607085,0.23037790697674418
N006774,N009531,different,0.6279683377308707,0.6317280453257791,0.5092307692307693
N000516,N006620,different,0.4,0.414,0.24798387096774194
N004325,N004949,different,0.43207126948775054,0.4508816120906801,0.29155313351498635
N000557,N004353,different,0.45217391304347826,0.46172248803827753,0.26881720430107525
N000286,N008208,different,0.592128801431127,0.6134615384615385,0.47058823529411764
N002691,N010535,different,0.5783582089552238,0.6,0.4871541501976285
N000490,N006570,different,0.5437956204379562,0.5587044534412956,0.3935091277890467
N005692,N009368,different,0.3246753246753247,0.328740157480315,0.14393939393939395
N006324,N006325,same,0.7254098360655737,0.7202643171806168,0.584717607973422
N004951,N011682,different,0.5861486486486487,0.6120527306967984,0.44548872180451127
N010982,N010985,same,0.6932773109243697,0.70509977827051,0.6651270207852193
N009834,N009835,same,0.683377308707124,0.7008797653958945,0.6202321724709784
N003500,N003501,same,0.7572383073496659,0.7692307692307693,0.7112068965517241
N010499,N011269,different,0.3054101221640489,0.29981378026070765,0.11885612153708669
N005257,N010502,different,0.332312404287902,0.3393739703459638,0.16793313069908813
N003920,N006487,different,0.36515513126491644,0.36363636363636365,0.20868347338935575
N011834,N011835,same,0.9476309226932669,0.9549295774647887,0.9015384615384615
N004364,N007454,different,0.3668639053254438,0.3758099352051836,0.21518987341772153
N004158,N008744,different,0.44849785407725323,0.45913461538461536,0.3058064516129032
N005771,N006045,different,0.28820116054158607,0.2865853658536585,0.13346814964610718
N001865,N011525,different,0.5298804780876494,0.5671981776765376,0.3340987370838117
N001362,N001363,same,0.3844660194174757,0.39789473684210525,0.26119402985074625
N009863,N009866,same,0.4357298474945534,0.45584725536992843,0.33291457286432163
N000175,N002508,different,0.5692307692307692,0.6105032822757112,0.3669527896995708
N006545,N006546,same,0.7704918032786885,0.7909090909090909,0.7339003645200486
N000215,N005986,different,0.5383104125736738,0.549792531120332,0.4275510204081633
N004433,N011613,different,0.3275316455696203,0.33562822719449226,0.1549067315490673
N000064,N010912,different,0.3072,0.3137931034482759,0.13688524590163934
N008572,N009975,different,0.44638949671772427,0.4606205250596659,0.2542579075425791
N000431,N001948,different,0.3205882352941177,0.3333333333333333,0.1771019677996422
N002598,N004139,different,0.45790554414784396,0.4636363636363636,0.28837209302325584
N007063,N007064,same,0.75764192139738,0.7669902912621359,0.7262723521320495
N008238,N008239,same,0.7440860215053764,0.7529976019184652,0.6742323097463284
N000518,N009485,different,0.26857142857142857,0.2697768762677485,0.1111111111111111
N003093,N003735,different,0.3380503144654088,0.3493975903614458,0.16029900332225913
N001977,N007620,different,0.34340222575516693,0.3493975903614458,0.16376582278481014
N009205,N009208,same,0.5804347826086956,0.5823665893271461,0.43202764976958524
N003317,N010218,different,0.39574468085106385,0.4,0.22966507177033493
N006112,N006266,different,0.3542009884678748,0.35650623885918004,0.17844827586206896
N003208,N003758,different,0.37942122186495175,0.389948006932409,0.19854132901134522
N008188,N008190,same,0.9898305084745763,0.9889705882352942,0.9741379310344828
N003051,N011987,different,0.33540372670807456,0.3400673400673401,0.16463909164639093
N001446,N004867,different,0.3519163763066202,0.36293436293436293,0.20428015564202334
N000895,N009304,different,0.5758196721311475,0.5900900900900901,0.44934445768772346
N000161,N010769,different,0.2706270627062706,0.27943760984182775,0.12344656172328086
N003327,N003328,same,0.7365384615384616,0.7338877338877339,0.6376963350785341
N008176,N010603,different,0.3382899628252788,0.34808853118712274,0.1697381183317168
N001633,N001634,same,0.396011396011396,0.4179566563467492,0.34275618374558303
N004001,N007546,different,0.6444444444444445,0.6470588235294118,0.518578352180937
N000937,N000938,same,0.6595238095238095,0.6556122448979592,0.538562091503268
N008048,N008050,same,0.9552631578947368,0.956268221574344,0.9420529801324503
N004328,N008917,different,0.41686746987951806,0.42063492063492064,0.26187050359712233
N004757,N008828,different,0.47544642857142855,0.5099502487562189,0.29345088161209065
N005397,N005398,same,0.46710526315789475,0.466824644549763,0.33210332103321033
N001291,N007292,different,0.4622823984526112,0.4766949152542373,0.29775880469583776
N007205,N007207,same,0.9945054945054945,1.0,1.0
N002229,N011361,different,0.5946601941747572,0.5922077922077922,0.4586255259467041
N005375,N005716,different,0.37425149700598803,0.3902439024390244,0.18991964937910885
N002758,N002818,different,0.4092920353982301,0.43564356435643564,0.26370757180156656
N009564,N011151,different,0.5957446808510638,0.6281138790035588,0.4735973597359736
N008487,N008488,same,0.9712643678160919,0.9743589743589743,0.941923774954628
N007856,N007858,same,0.7200956937799043,0.7351351351351352,0.6594090202177294
N000647,N001025,different,0.31629392971246006,0.31724137931034485,0.15683104284559418
N003489,N010336,different,0.46462264150943394,0.4725848563968668,0.2853146853146853
N000327,N009318,different,0.43237250554323725,0.44146341463414634,0.28067885117493474
N005431,N006150,different,0.36617405582922824,0.36925795053003535,0.18280467445742904
N002684,N004549,different,0.3456,0.34655172413793106,0.16597853014037986
N005744,N007062,different,0.2953020134228188,0.3041144901610018,0.14359861591695502
N004248,N011184,different,0.4572127139364303,0.46174863387978143,0.27116212338593976
N003020,N003021,same,0.5893223819301848,0.5934065934065934,0.4420131291028446
N000160,N003947,different,0.5610766045548654,0.594847775175644,0.35023041474654376
N006712,N008335,different,0.4650112866817156,0.48370927318295737,0.2918848167539267
N000843,N005365,different,0.44170771756978655,0.45765765765765765,0.25254237288135595
N011628,N011629,same,0.4200680272108844,0.43119266055045874,0.30604982206405695
N000026,N011332,different,0.6152416356877324,0.6349206349206349,0.48484848484848486
N003058,N009240,different,0.40749414519906324,0.41494845360824745,0.23481781376518218
N000396,N000397,same,0.5047438330170778,0.5092783505154639,0.35550935550935553
N006146,N006401,different,0.3682588597842835,0.3787878787878788,0.17834890965732086
N007004,N011967,different,0.43765281173594134,0.4602739726027397,0.28125
N002229,N002230,same,0.5070422535211268,0.54,0.4562874251497006
N002088,N011862,different,0.5090180360721442,0.5272331154684096,0.3612040133779264
N004709,N004711,same,0.9572649572649573,0.9585987261146497,0.9349904397705545
N001940,N002621,different,0.37116564417177916,0.38372093023255816,0.1897590361445783
N004803,N004804,same,0.9462025316455697,0.9432624113475178,0.8838174273858921
N003748,N011207,different,0.27533783783783783,0.27580071174377224,0.12813852813852813
N001623,N010411,different,0.32536764705882354,0.328740157480315,0.13133208255159476
N002821,N007053,different,0.5724907063197026,0.6033402922755741,0.4196242171189979
N001977,N006802,different,0.5787545787545788,0.6075697211155379,0.4876847290640394
N000993,N011320,different,0.5145413870246085,0.5578406169665809,0.3328912466843501
N008784,N011076,different,0.6462264150943396,0.6915077989601387,0.4890282131661442
N001137,N005072,different,0.3710247349823322,0.3657142857142857,0.21262766945218198
N007487,N007491,same,0.618925831202046,0.6060606060606061,0.4847161572052402
N002401,N005487,different,0.4382716049382716,0.47086247086247085,0.28554502369668244
N001101,N002086,different,0.3896296296296296,0.3974358974358974,0.20160116448326054
N004655,N010935,different,0.6202090592334495,0.6622137404580153,0.48878923766816146
N004085,N004086,same,0.9557739557739557,0.9649595687331537,0.9107142857142857
N003125,N003127,same,0.9838709677419355,0.9851632047477745,0.9419568822553898
N001101,N001666,different,0.36,0.37285223367697595,0.18373729476153244
N001141,N001142,same,0.3333333333333333,0.35883905013192613,0.2882882882882883
N006480,N008863,different,0.21908893709327548,0.22095671981776766,0.10968494749124855
N000817,N011666,different,0.614065180102916,0.6473988439306358,0.45966958211856174
N000219,N003185,different,0.4897119341563786,0.5103926096997691,0.288
N001988,N006863,different,0.3530571992110454,0.3622881355932203,0.18324607329842932
N009478,N009479,same,0.7551401869158878,0.7525562372188139,0.6434511434511434
N001784,N005288,different,0.34172661870503596,0.3449612403100775,0.16506717850287908
N001436,N002155,different,0.2889983579638752,0.2852112676056338,0.125
