notice_id_a,notice_id_b,label,exact,estimate,abs_error
N007396,N007397,same,0.9329388560157791,0.94921875,0.016279893984220917
N001143,N009969,different,0.35974304068522484,0.328125,0.031618040685224835
N002468,N002469,same,0.944794952681388,0.9453125,0.0005175473186119772
N007220,N011663,different,0.24881291547958215,0.26953125,0.020718334520417853
N005926,N007181,different,0.27427184466019416,0.25390625,0.020365594660194164
N003437,N005168,different,0.11976549413735343,0.11328125,0.006484244137353434
N000355,N000372,different,0.20928402832415421,0.23046875,0.021184721675845786
N010682,N010683,same,0.9452449567723343,0.94140625,0.0038387067723343327
N004567,N008956,different,0.31802120141342755,0.3359375,0.017916298586572454
N008093,N008094,same,0.47540983606557374,0.484375,0.008965163934426257
N004447,N004449,same,0.4185022026431718,0.4296875,0.011185297356828217
N001475,N004007,different,0.20694444444444443,0.24609375,0.03914930555555557
N001138,N009030,different,0.16072980017376196,0.18359375,0.022863949826238045
N004140,N010723,different,0.43592330978809285,0.4453125,0.00938919021190715
N007477,N007828,different,0.44045368620037806,0.45703125,0.01657756379962194
N008284,N009896,different,0.2830423940149626,0.31640625,0.03336385598503738
N006759,N008551,different,0.19786096256684493,0.2265625,0.028701537433155067
N004856,N010634,different,0.41994510521500455,0.41015625,0.009788855215004555
N003022,N010880,different,0.1909282700421941,0.1875,0.0034282700421940926
N001271,N001372,different,0.2612035851472471,0.32421875,0.06301516485275288
N002952,N006725,different,0.3125,0.3515625,0.0390625
N009630,N010560,different,0.3807205452775073,0.40625,0.025529454722492684
N002342,N008733,different,0.1746905089408528,0.19140625,0.016715741059147193
N002631,N007528,different,0.21016949152542372,0.1953125,0.014856991525423718
N002957,N003701,different,0.22545846817691478,0.26171875,0.036260281823085216
N011515,N011516,same,0.4918238993710692,0.4453125,0.046511399371069184
N004013,N005436,different,0.1565008025682183,0.171875,0.0153741974317817
N010144,N010145,same,0.9626373626373627,0.94140625,0.02123111263736266
N004509,N004511,same,0.7231638418079096,0.7734375,0.0502736581920904
N003868,N011674,different,0.31196581196581197,0.31640625,0.004440438034188032
N008357,N009838,different,0.2577447335811648,0.25,0.007744733581164787
N005241,N005242,same,0.903041825095057,0.9375,0.03445817490494296
N008230,N009234,different,0.13477537437603992,0.12890625,0.005869124376039925
N000666,N000923,different,0.14273204903677758,0.15234375,0.00961170096322242
N003267,N005780,different,0.2857142857142857,0.30078125,0.015066964285714302
N001044,N001720,different,0.18072289156626506,0.17578125,0.004941641566265059
N011522,N011523,same,0.6916548797736917,0.76171875,0.07006387022630833
N009330,N010526,different,0.315136476426799,0.3359375,0.020801023573201016
N003319,N008808,different,0.43266832917705733,0.41796875,0.014699579177057331
N006178,N006182,same,0.4265402843601896,0.4765625,0.05002221563981041
N002814,N005953,different,0.23053435114503817,0.2421875,0.011653148854961826
N007615,N007616,same,0.7382953181272509,0.828125,0.08982968187274909
N007876,N007877,same,0.4793028322440087,0.42578125,0.053521582244008714
N004729,N004730,same,0.6140939597315436,0.71875,0.10465604026845643
N005862,N006116,different,0.5260416666666666,0.48046875,0.04557291666666663
N000562,N005787,different,0.16443594646271512,0.16796875,0.0035328035372848843
N007575,N009140,different,0.12129380053908356,0.125,0.0037061994609164373
N011000,N011001,same,0.364,0.37109375,0.00709375000000001
N006167,N009175,different,0.28484848484848485,0.28515625,0.00030776515151514916
N004662,N009916,different,0.1867145421903052,0.1875,0.0007854578096948006
N010431,N010432,same,0.9065255731922398,0.9375,0.03097442680776019
N001509,N001510,same,0.6216790648246546,0.62890625,0.007227185175345374
N000737,N002287,different,0.2608200455580866,0.2734375,0.012617454441913423
N001764,N001765,same,0.6438569206842923,0.6796875,0.035830579315707656
N004877,N006275,different,0.34282700421940926,0.3203125,0.02251450421940926
N002351,N006165,different,0.3484013230429989,0.31640625,0.03199507304299892
N009140,N009547,different,0.4473007712082262,0.4453125,0.0019882712082262
N007104,N007105,same,0.9622222222222222,0.96875,0.006527777777777799
N000463,N000465,same,0.743979721166033,0.8203125,0.07633277883396705
N001124,N011201,different,0.2706855791962175,0.2890625,0.018376920803782504
N004151,N010614,different,0.5232815964523282,0.51953125,0.0037503464523281904
N003957,N007645,different,0.27702702702702703,0.28515625,0.008129222972972971
N003941,N009735,different,0.1833466773418735,0.15234375,0.031002927341873487
N000647,N008088,different,0.1307901907356948,0.12890625,0.0018839407356948112
N002017,N005475,different,0.47141518275538896,0.42578125,0.04563393275538896
N000323,N006510,different,0.31994459833795014,0.34375,0.023805401662049863
N008539,N008542,same,0.4188861985472155,0.4140625,0.0048236985472154825
N002578,N006004,different,0.47835051546391755,0.4921875,0.013836984536082453
N001918,N002086,different,0.22176591375770022,0.24609375,0.024327836242299783
N002507,N002508,same,0.9409937888198758,0.95703125,0.01603746118012417
N001934,N011090,different,0.3747474747474748,0.3671875,0.007559974747474774
N004269,N011588,different,0.2896341463414634,0.296875,0.007240853658536606
N005629,N006728,different,0.19898697539797394,0.203125,0.004138024602026058
N008009,N008010,same,0.4023529411764706,0.41015625,0.00780330882352942
N009840,N009841,same,0.44537815126050423,0.4453125,6.56512605042292e-05
